,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,920076.BJ,20260123,27.5,32.48,27.08,29.6,28.06,1.54,5.4882,133829.24,397851.208
1,920076.BJ,20260122,33.11,34.34,27.68,28.06,10.76,17.3,160.7807,161517.37,483136.177
