,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,462304355,-2.35096557514693,11.63,300903.SZ,12.13,11.52,11.76,2025-08-01,11.936996291266098,39183290
1,333386206,0.0859845227858967,11.64,300903.SZ,11.75,11.39,11.65,2025-08-04,8.755025101459376,28738443
2,454209902,2.233676975945015,11.9,300903.SZ,12.04,11.5,11.8,2025-08-05,11.763196276408557,38612790
3,765509802,5.714285714285712,12.58,300903.SZ,12.68,11.71,11.8,2025-08-06,18.97787982778475,62295049
4,1097792191,3.3386327503974558,13,300903.SZ,14.14,12.77,12.95,2025-08-07,25.240179206246342,82851099
5,625608902,-4.538461538461537,12.41,300903.SZ,12.98,12.37,12.72,2025-08-08,15.169043819797137,49792513
6,499314877,1.208702659145853,12.56,300903.SZ,12.86,12.3,12.4,2025-08-11,12.146474509348925,39870904
7,412652915,-1.1146496815286668,12.42,300903.SZ,12.65,12.25,12.56,2025-08-12,10.125108744963283,33235754
8,388220800,0.24154589371980165,12.45,300903.SZ,12.55,12.29,12.42,2025-08-13,9.54147793713914,31319981
9,437421864,-5.060240963855414,11.82,300903.SZ,12.44,11.81,12.35,2025-08-14,11.12735082608396,36525622
10,840032172,3.1302876480541393,12.19,300903.SZ,12.79,12.12,12.29,2025-08-15,20.55134178104985,67459951
11,652669340,2.296964725184587,12.47,300903.SZ,12.54,12.02,12.12,2025-08-18,16.114272184562758,52895233
12,479017684,-0.5613472333600664,12.4,300903.SZ,12.53,12.15,12.41,2025-08-19,11.805098378500697,38750334
13,328581783,-1.8548387096774226,12.17,300903.SZ,12.34,12,12.31,2025-08-20,8.252491117044682,27088871
14,388655355,-2.136400986031223,11.91,300903.SZ,12.18,11.6,12.17,2025-08-21,9.976803562434197,32748941
15,284059891,-0.33585222502099854,11.87,300903.SZ,12,11.7,11.81,2025-08-22,7.287,23919593
16,344581959,0.5054759898904845,11.93,300903.SZ,12.14,11.78,11.97,2025-08-25,8.7657,28773349
17,360244074,0.42,11.98,300903.SZ,12.28,11.71,11.83,2025-08-26,9.13,29976940
18,376410000,-5.09,11.37,300903.SZ,12.08,11.360,11.87,2025-08-27,9.7,31859600
19,353283152,4.397537379067722,11.87,300903.SZ,11.87,11.21,11.3,2025-08-28,9.305,30543789
20,330710000,-2.86,11.53,300903.SZ,11.72,11.250,11.65,2025-08-29,8.81,28941500
