,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,558392784,8.108108108108109,40,688448.SH,44.4,37,37.37,2025-08-01,0,13572042
1,381302312,4.499999999999993,41.8,688448.SH,41.8,37.39,38.25,2025-08-04,0,9678804
2,247687989,-3.421052631578947,40.37,688448.SH,41.7,39,40.5,2025-08-05,0,6183510
3,322749862,6.8367599702749695,43.13,688448.SH,45.9,39.72,40.4,2025-08-06,0,7569608
4,303797805,3.106886158126585,44.47,688448.SH,45.5,41.5,45.01,2025-08-07,0,6916515
5,201049438,-2.1812457836743846,43.5,688448.SH,45.5,42.13,43.2,2025-08-08,0,4637748
6,291075226,-5.517241379310342,41.1,688448.SH,44.5,41,42.9,2025-08-11,0,6855727
7,365446059,6.253041362530413,43.67,688448.SH,43.79,39.2,41.1,2025-08-12,0,8880784
8,429036251,8.99931302953973,47.6,688448.SH,48.27,43.01,43.01,2025-08-13,0,9313841
9,346129403,-1.8907563025210055,46.7,688448.SH,52.5,46.7,49.5,2025-08-14,0,7018122
10,424146932,19.99999999999999,56.04,688448.SH,56.04,46.51,48.41,2025-08-15,0,8153871
11,703283309,15.9707351891506,64.99,688448.SH,67.25,56.5,57,2025-08-18,0,11241514
12,416414248,0.246191721803371,65.15,688448.SH,69.16,61.22,61.22,2025-08-19,0,6384347
13,296553428,-5.57175748273216,61.52,688448.SH,64.96,58.3,63,2025-08-20,0,4880656
14,284398391,-6.046814044213273,57.8,688448.SH,63,56.52,61,2025-08-21,0,4874039
15,176334710,1.2283737024221468,58.51,688448.SH,59.71,57,57.91,2025-08-22,0,3027954
16,513827628,8.32,63.38,688448.SH,65.90,54.99,60.31,2025-08-25,17.51,84023
17,302703985,-5.33,60.0,688448.SH,63.86,59.25,62.12,2025-08-26,10.25,4914983
18,413050000,-2.70,58.38,688448.SH,63.84,57.200,60.4,2025-08-27,14.26,6841936
19,399450527,6.2,62.0,688448.SH,62.45,56.18,59.36,2025-08-28,14.01,6721521
20,487692570,-15.81,52.20,688448.SH,61.00,51.05,61.00,2025-08-29,18.459,8854984
