ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600821.SH,20260115,5.36,5.42,5.32,5.4,5.33,0.07,1.3133,304616.7,163822.166
600821.SH,20260114,5.32,5.4,5.27,5.33,5.35,-0.02,-0.3738,407757.71,218046.154
600821.SH,20260113,5.41,5.43,5.31,5.35,5.4,-0.05,-0.9259,367971.71,197051.783
600821.SH,20260112,5.3,5.5,5.29,5.4,5.25,0.15,2.8571,565239.81,304509.114
600821.SH,20260109,5.21,5.26,5.19,5.25,5.21,0.04,0.7678,215874.2,112777.587
600821.SH,20260108,5.15,5.24,5.14,5.21,5.16,0.05,0.969,195178.25,101720.693
600821.SH,20260107,5.18,5.2,5.15,5.16,5.19,-0.03,-0.578,126430.49,65381.892
600821.SH,20260106,5.16,5.2,5.14,5.19,5.14,0.05,0.9728,169171.8,87453.412
600821.SH,20260105,5.13,5.15,5.1,5.14,5.1,0.04,0.7843,141482.26,72517.149
