ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
601616.SH,20260120,5.39,5.54,5.25,5.54,5.04,0.5,9.9206,734494.6,402205.397
601616.SH,20260119,4.8,5.04,4.68,5.04,4.58,0.46,10.0437,1308783.34,650528.949
601616.SH,20260116,4.32,4.58,4.22,4.58,4.16,0.42,10.0962,1122084.93,505435.907
601616.SH,20260115,4.13,4.17,4.05,4.16,4.15,0.01,0.241,324606.0,133230.935
601616.SH,20260114,4.14,4.21,4.06,4.15,4.19,-0.04,-0.9547,604774.81,250863.73
601616.SH,20260113,4.05,4.28,4.0,4.19,4.07,0.12,2.9484,682192.4,282973.676
601616.SH,20260112,4.0,4.08,4.0,4.07,4.0,0.07,1.75,248628.8,100650.24
601616.SH,20260109,4.0,4.01,3.94,4.0,3.98,0.02,0.5025,204328.0,81404.743
601616.SH,20260108,3.92,4.01,3.9,3.98,3.96,0.02,0.5051,209711.0,83478.757
601616.SH,20260107,3.94,4.03,3.92,3.96,3.95,0.01,0.2532,237384.0,94469.845
601616.SH,20260106,3.93,3.95,3.91,3.95,3.93,0.02,0.5089,194016.0,76307.633
601616.SH,20260105,3.87,3.95,3.87,3.93,3.86,0.07,1.8135,160426.0,62900.286
