,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,59353660,-1.3839285714285658,44.18,688721.SH,45.8,44.06,44.93,2025-08-01,0,1329727
1,31750016,1.1770031688546925,44.7,688721.SH,44.86,43.97,44.01,2025-08-04,0,713444
2,99447742,3.6241610738254972,46.32,688721.SH,48,46.01,46.07,2025-08-05,0,2133713
3,201712256,-2.2020725388601106,45.3,688721.SH,46,44.72,44.93,2025-08-06,0,4457307
4,347562656,6.600441501103757,48.29,688721.SH,49.2,44.95,45.5,2025-08-07,0,7309285
5,172247412,-1.6566576931041566,47.49,688721.SH,48.88,46.9,48.86,2025-08-08,0,3633095
6,158097415,1.6635081069698865,48.28,688721.SH,48.86,47.2,48.14,2025-08-11,0,3293943
7,136493423,-1.719138359569176,47.45,688721.SH,48.28,47,48.28,2025-08-12,0,2869841
8,105060810,0.21074815595362342,47.55,688721.SH,48.18,47.06,47.62,2025-08-13,0,2209420
9,711621270,12.975814931650898,53.72,688721.SH,57.06,47.91,47.91,2025-08-14,0,12925225
10,646268962,5.435591958302312,56.64,688721.SH,57.5,54.04,54.93,2025-08-15,0,11569038
11,511577780,1.659604519774007,57.58,688721.SH,58.74,54,56.01,2025-08-18,0,9100912
12,286622102,-3.7165682528655792,55.44,688721.SH,56.48,54.8,56.48,2025-08-19,0,5162543
13,267055270,-1.7857142857142767,54.45,688721.SH,54.88,52.49,54.78,2025-08-20,0,4970570
14,175423955,-2.0385674931129465,53.34,688721.SH,55.18,52.9,54.8,2025-08-21,0,3265154
15,277952152,3.937007874015737,55.44,688721.SH,56.88,53.36,53.92,2025-08-22,0,5045153
16,322648923,0.47,55.7,688721.SH,58.56,54.26,55.6,2025-08-25,16.46,5760079
17,184928150,-2.12,54.52,688721.SH,55.54,53.72,54.96,2025-08-26,9.727,3404838
18,173307321,-3.01,52.88,688721.SH,55.57,52.88,53.91,2025-08-27,9.1,3186226
19,183480000,0.81,53.31,688721.SH,53.96,51.090,51.09,2025-08-28,9.96,3487614
20,119250000,-2.87,51.78,688721.SH,53.5,51.780,53.5,2025-08-29,6.53,2284796
