,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,144934119,0,5.22,600399.SH,5.25,5.19,5.24,2025-07-01,1.408832716393692,27783590
1,439591908,2.1072796934865963,5.33,600399.SH,5.4,5.17,5.22,2025-07-02,4.200882358906749,82845601
2,274067025,-2.0637898686679232,5.22,600399.SH,5.3,5.19,5.29,2025-07-03,2.6563912580497946,52386692
3,241528299,-0.7662835249042153,5.18,600399.SH,5.3,5.18,5.21,2025-07-04,2.3393637239490896,46134592
4,141765726,-0.3861003861003779,5.16,600399.SH,5.19,5.14,5.17,2025-07-07,1.3924180315399828,27459876
5,228171748,1.5503875968992262,5.24,600399.SH,5.27,5.14,5.15,2025-07-08,2.217945692409107,43740107
6,171307159,-0.9541984732824393,5.19,600399.SH,5.27,5.17,5.24,2025-07-09,1.6668314994168654,32871584
7,265754955,1.5414258188824506,5.27,600399.SH,5.33,5.18,5.19,2025-07-10,2.5635172658587293,50555124
8,1016409409,10.056925996204939,5.8,600399.SH,5.8,5.23,5.27,2025-07-11,9.235800872166726,182139229
9,771180351,-3.9655172413793025,5.57,600399.SH,5.75,5.53,5.71,2025-07-14,6.980581106434765,137664040
10,375221382,-0.7181328545780976,5.53,600399.SH,5.6,5.43,5.52,2025-07-15,3.4618832209320014,68271799
11,436607997,2.531645569620247,5.67,600399.SH,5.68,5.5,5.53,2025-07-16,3.9596974291364537,78089193
12,492505022,-1.7636684303350907,5.57,600399.SH,5.71,5.54,5.67,2025-07-17,4.462692358399675,88008756
13,304061476,0.1795332136445204,5.58,600399.SH,5.7,5.55,5.56,2025-07-18,2.7497576694893766,54227971
14,1216470310,4.3010752688172085,5.82,600399.SH,6.14,5.63,5.65,2025-07-21,10.422591095786219,205543919
15,918679636,2.7491408934707926,5.98,600399.SH,6.09,5.77,5.82,2025-07-22,7.830702043506922,154429275
16,656043595,-2.1739130434782736,5.85,600399.SH,6.11,5.85,6.08,2025-07-23,5.574040312357385,109925649
17,465034861,2.2222222222222356,5.98,600399.SH,5.98,5.77,5.77,2025-07-24,3.9977476801379237,78839582
18,351694927,-0.1672240802675698,5.97,600399.SH,6.03,5.9,6,2025-07-25,2.9861163227016885,58889200
19,648565403,-4.355108877721939,5.71,600399.SH,5.88,5.68,5.84,2025-07-28,5.717175903858831,112748426
20,326191853,1.0507880910682945,5.77,600399.SH,5.78,5.67,5.69,2025-07-29,2.892387302875108,57040770
21,382765832,-0.3466204506065784,5.75,600399.SH,5.9,5.7,5.75,2025-07-30,3.347157547791694,66009294
22,328298527,-2.086956521739132,5.63,600399.SH,5.72,5.6,5.71,2025-07-31,2.9506978855027635,58190713
