,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,121650182,0.8866371120962672,15.93,300667.SZ,16.18,15.71,15.86,2025-07-01,4.427264708135487,7643600
1,231145964,-1.0671688637790329,15.76,300667.SZ,16.68,15.68,16.36,2025-07-02,8.356300536462664,14427016
2,139730178,-0.4441624365482252,15.69,300667.SZ,15.99,15.59,15.83,2025-07-03,5.139753367599282,8873700
3,104015913,-2.421924792861689,15.31,300667.SZ,15.8,15.29,15.69,2025-07-04,3.90207930266955,6736876
4,58592112,0.32658393207053515,15.36,300667.SZ,15.39,15.12,15.3,2025-07-07,2.2210462674415643,3834600
5,66734619,1.757812500000009,15.63,300667.SZ,15.63,15.3,15.4,2025-07-08,2.496342826582971,4309895
6,69668029,-1.1516314779270727,15.45,300667.SZ,15.72,15.41,15.57,2025-07-09,2.5952751292247997,4480700
7,55019695,-0.45307443365694827,15.38,300667.SZ,15.49,15.26,15.41,2025-07-10,2.076443099993037,3584945
8,62305223,0.2600780234070166,15.42,300667.SZ,15.51,15.23,15.33,2025-07-11,2.3485308247523364,4054700
9,61351290,1.2970168612191912,15.62,300667.SZ,15.67,15.35,15.45,2025-07-14,2.288524463382977,3951100
10,66286464,-1.7285531370038385,15.35,300667.SZ,15.64,15.12,15.63,2025-07-15,2.5048914162301754,4324654
11,60363316,0.32573289902280594,15.4,300667.SZ,15.57,15.35,15.35,2025-07-16,2.260085155050588,3902000
12,77128110,1.6883116883116869,15.66,300667.SZ,15.73,15.3,15.4,2025-07-17,2.873519877356265,4961085
13,55507074,-0.38314176245211046,15.6,300667.SZ,15.73,15.5,15.72,2025-07-18,2.0642304153456146,3563860
14,87861343,1.6025641025641029,15.85,300667.SZ,15.87,15.6,15.65,2025-07-21,3.2276361822650825,5572461
15,87732193,-0.4416403785488977,15.78,300667.SZ,16.08,15.64,15.93,2025-07-22,3.2121133011386465,5545661
16,134092967,-1.140684410646386,15.6,300667.SZ,16.25,15.59,15.87,2025-07-23,4.894236413317376,8449819
17,93067892,1.9871794871794906,15.91,300667.SZ,15.96,15.69,15.75,2025-07-24,3.3964845840819504,5863975
18,77143555,0.18856065367692873,15.94,300667.SZ,15.98,15.75,15.89,2025-07-25,2.816870049424506,4863280
19,100233544,1.0664993726474274,16.11,300667.SZ,16.16,15.91,15.99,2025-07-28,3.6134602887225773,6238580
20,72400464,-0.06207324643077598,16.1,300667.SZ,16.19,15.96,16.13,2025-07-29,2.6130279764832056,4511350
21,74750885,-0.8695652173913079,15.96,300667.SZ,16.17,15.79,16.17,2025-07-30,2.714766561179422,4687000
22,78794792,-1.3784461152882244,15.74,300667.SZ,16.08,15.7,15.9,2025-07-31,2.8760191770600176,4965400
