,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,92813175,0.2704326923076812,33.37,603589.SH,33.43,33.25,33.28,2025-08-01,0.46556233835503685,2784619
1,98378588,0.2397362900809272,33.45,603589.SH,33.46,33.28,33.37,2025-08-04,0.49289049061422296,2948074
2,120955416,0.3587443946188264,33.57,603589.SH,33.61,33.4,33.45,2025-08-05,0.6031512379854438,3607565
3,99192976,-0.11915400655346782,33.53,603589.SH,33.59,33.36,33.55,2025-08-06,0.4952171160881383,2961990
4,179626666,0.5070086489710758,33.7,603589.SH,33.93,33.53,33.54,2025-08-07,0.890199408187801,5324456
5,183903621,0.4747774480712065,33.86,603589.SH,34.1,33.61,33.68,2025-08-08,0.9064202477594643,5421476
6,237314898,1.447135262847023,34.35,603589.SH,34.58,33.91,33.92,2025-08-11,1.1588245032089508,6931155
7,258468544,0.11644832605531047,34.39,603589.SH,34.97,34.21,34.29,2025-08-12,1.2491474278570218,7471394
8,190102892,0.29078220412911143,34.49,603589.SH,34.61,34.17,34.42,2025-08-13,0.9254385217540618,5535228
9,182564784,-0.2609452015076933,34.4,603589.SH,34.82,34.21,34.49,2025-08-14,0.8840066654776957,5287416
10,179227911,-0.05813953488370936,34.38,603589.SH,34.4,34.08,34.23,2025-08-15,0.8750592891582035,5233900
11,207912216,0.11634671320534945,34.42,603589.SH,34.63,34.33,34.4,2025-08-18,1.0085276073406284,6032200
12,427270767,1.7141196978500763,35.01,603589.SH,35.33,34.37,34.42,2025-08-19,2.0444554261226258,12228286
13,618979513,1.1139674378748945,35.4,603589.SH,35.65,34.31,34.5,2025-08-20,2.9323591391119264,17539011
14,351532687,-1.8361581920903913,34.75,603589.SH,35.33,34.7,35.3,2025-08-21,1.6851869019238348,10079431
15,313604973,-0.28776978417266597,34.65,603589.SH,34.9,34.44,34.9,2025-08-22,1.5158,9066169
16,568560510,2.45,35.50,603589.SH,35.79,34.66,34.66,2025-08-25,2.702,16159696
17,395832792,-0.82,35.21,603589.SH,35.68,35.09,35.38,2025-08-26,1.87,11205599
18,377016377,-2.13,34.46,603589.SH,35.08,34.46,35.06,2025-08-27,1.81,10834379
19,341486049,-0.84,34.17,603589.SH,34.6,33.52,34.45,2025-08-28,1.67,10018161
20,304171473,1.49253731343283,34.68,603589.SH,35.02,34.16,34.17,2025-08-29,1.4659,8767904
