,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,688790.SH,20260123,163.02,8.6664,8.6664,0.92,,,5.7031,7.7217,9.255,,,9953.1688,1205.7671,1205.7671,1622565.5778,196564.1526,0
1,688790.SH,20260122,161.82,8.1547,8.1547,0.75,,,5.6611,7.6648,9.1869,,,9953.1688,1205.7671,1205.7671,1610621.7752,195117.2321,0
2,688790.SH,20260121,161.86,9.6295,9.6295,0.66,,,5.6625,7.6667,9.1891,,,9953.1688,1205.7671,1205.7671,1611019.902,195165.4628,0
3,688790.SH,20260120,158.09,9.1113,9.1113,0.53,,,5.5306,7.4881,8.9751,,,9953.1688,1205.7671,1205.7671,1573496.4556,190619.7208,0
4,688790.SH,20260119,162.03,7.988,7.988,0.38,,,5.6684,7.6748,9.1988,,,9953.1688,1205.7671,1205.7671,1612711.9407,195370.4432,0
5,688790.SH,20260116,165.03,12.0449,12.0449,0.56,,,5.7734,7.8169,9.3691,,,9953.1688,1205.7671,1205.7671,1642571.4471,198987.7445,0
6,688790.SH,20260115,165.16,15.9519,15.9519,0.73,,,5.7779,7.823,9.3765,,,9953.1688,1205.7671,1205.7671,1643865.359,199144.4942,0
7,688790.SH,20260114,171.8,28.095,28.095,1.29,,,6.0102,8.1375,9.7535,,,9953.1688,1205.7671,1205.7671,1709954.3998,207150.7878,0
8,688790.SH,20260113,161.0,22.6653,22.6653,1.07,,,5.6324,7.626,9.1403,,,9953.1688,1205.7671,1205.7671,1602460.1768,194128.5031,0
9,688790.SH,20260112,177.0,25.6407,25.6407,1.33,,,6.1921,8.3838,10.0487,,,9953.1688,1205.7671,1205.7671,1761710.8776,213420.7767,0
10,688790.SH,20260109,162.01,15.1717,15.1717,0.79,,,5.6677,7.6738,9.1977,,,9953.1688,1205.7671,1205.7671,1612512.8773,195346.3279,0
11,688790.SH,20260108,166.08,17.4516,17.4516,0.95,,,5.8101,7.8666,9.4287,,,9953.1688,1205.7671,1205.7671,1653022.2743,200253.8,0
12,688790.SH,20260107,165.5,28.1185,28.1185,1.78,,,5.7898,7.8391,9.3958,,,9953.1688,1205.7671,1205.7671,1647249.4364,199554.4551,0
13,688790.SH,20260106,158.35,19.8581,19.8581,1.38,,,5.5397,7.5004,8.9899,,,9953.1688,1205.7671,1205.7671,1576084.2795,190933.2203,0
14,688790.SH,20260105,152.27,16.1492,16.1492,1.16,,,5.327,7.2125,8.6447,,,9953.1688,1205.7671,1205.7671,1515569.0132,183602.1563,0
