,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,136802828,-1.5763546798029568,9.99,600295.SH,10.2,9.97,10.18,2025-08-01,0.6888165401080996,13608096
1,146891683,2.302302302302307,10.22,600295.SH,10.27,9.98,10.08,2025-08-04,0.733540503468716,14491652
2,132370490,0.5870841487279719,10.28,600295.SH,10.44,10.13,10.17,2025-08-05,0.652192086937283,12884552
3,158787745,0.3891050583657678,10.32,600295.SH,10.47,10.16,10.33,2025-08-06,0.7803491244028691,15416392
4,192067056,0.3875968992247979,10.36,600295.SH,10.59,10.27,10.32,2025-08-07,0.932138456448566,18415106
5,88550423,-0.09652509652509447,10.35,600295.SH,10.47,10.31,10.31,2025-08-08,0.43139706618482165,8522578
6,113399184,0,10.35,600295.SH,10.48,10.29,10.42,2025-08-11,0.5548503621566612,10961492
7,99007683,-0.3864734299516826,10.31,600295.SH,10.43,10.21,10.33,2025-08-12,0.4854213033074855,9589868
8,135485383,-0.19398642095054655,10.29,600295.SH,10.39,10.15,10.29,2025-08-13,0.6673716579304461,13184436
9,108532233,-1.5549076773566413,10.13,600295.SH,10.38,10.12,10.35,2025-08-14,0.5367598430346389,10604100
10,96038603,0.9871668311944682,10.23,600295.SH,10.32,10.12,10.18,2025-08-15,0.4744396467118095,9372917
11,128579650,-0.3910068426197549,10.19,600295.SH,10.29,10.14,10.27,2025-08-18,0.6384582713252231,12613230
12,89883582,-1.0794896957801712,10.08,600295.SH,10.24,10.08,10.19,2025-08-19,0.44862211630936116,8862872
13,72469568,0.6944444444444473,10.15,600295.SH,10.19,10.02,10.08,2025-08-20,0.36262315795176586,7163897
14,100951752,0.3940886699507305,10.19,600295.SH,10.26,10.08,10.15,2025-08-21,0.5013464289189619,9904481
15,131496756,-0.5888125613346293,10.13,600295.SH,10.24,10.07,10.17,2025-08-22,0.6579,12997751
16,148280000,2.17,10.35,600295.SH,10.4,10.070,10.15,2025-08-25,0.73,14397100
17,96512068,-0.68,10.28,600295.SH,10.38,10.26,10.35,2025-08-26,0.47,9357828
18,115688892,-1.07,10.17,600295.SH,10.40,10.17,10.35,2025-08-27,0.569,11231804
19,98057868,0.69,10.24,600295.SH,10.30,10.03,10.17,2025-08-28,0.488,9644821
20,177668090,3.22,10.57,600295.SH,10.59,10.17,10.28,2025-08-29,0.86,16957609
