,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,107671148,-2.2312373225152013,9.64,605268.SH,9.8,9.55,9.78,2025-07-01,2.504166302544287,10960642
1,91639424,-2.385892116182577,9.41,605268.SH,9.64,9.26,9.6,2025-07-02,2.191291335029715,9591200
2,60195577,0.21253985122209962,9.43,605268.SH,9.52,9.26,9.32,2025-07-03,1.43819532381189,6294927
3,82132209,0.9544008483563081,9.52,605268.SH,9.68,9.27,9.34,2025-07-04,1.9394774344079941,8489020
4,50506043,-1.2605042016806642,9.4,605268.SH,9.49,9.35,9.42,2025-07-07,1.201664853194424,5259642
5,65355593,-2.021276595744675,9.21,605268.SH,9.42,9.1,9.36,2025-07-08,1.614041701293991,7064600
6,49082312,-1.3029315960912158,9.09,605268.SH,9.29,9.06,9.23,2025-07-09,1.2237482043768937,5356300
7,45188552,2.31023102310232,9.3,605268.SH,9.3,8.99,9.12,2025-07-10,1.128202492025006,4938100
8,45155826,-0.9677419354838694,9.21,605268.SH,9.41,9.12,9.3,2025-07-11,1.1175329923434345,4891400
9,49835728,1.9543973941368045,9.39,605268.SH,9.4,9.17,9.28,2025-07-14,1.2196814571749244,5338500
10,47346349,-2.8753993610223785,9.12,605268.SH,9.36,9.05,9.3,2025-07-15,1.181166162607059,5169920
11,27706172,0.9868421052631758,9.21,605268.SH,9.24,9.13,9.18,2025-07-16,0.6882901098650034,3012620
12,30424058,0.10857763300759812,9.22,605268.SH,9.31,9.18,9.27,2025-07-17,0.7519369882652639,3291200
13,24315309,0,9.22,605268.SH,9.3,9.16,9.16,2025-07-18,0.6018328921026853,2634200
14,39506681,1.9522776572668081,9.4,605268.SH,9.42,9.21,9.21,2025-07-21,0.9649431540708883,4223520
15,29036436,-0.8510638297872347,9.32,605268.SH,9.44,9.25,9.37,2025-07-22,0.7120671013288324,3116691
16,270332150,4.828326180257503,9.77,605268.SH,10.25,9.25,9.28,2025-07-23,6.1452201155481685,26897398
17,218581533,1.5353121801432996,9.92,605268.SH,10.31,9.38,9.6,2025-07-24,5.099493312999597,22320291
18,91383479,-2.0161290322580574,9.72,605268.SH,9.91,9.66,9.8,2025-07-25,2.138750331993934,9361230
19,52796462,-0.10288065843621179,9.71,605268.SH,9.85,9.66,9.77,2025-07-28,1.2413403130595704,5433300
20,157265051,9.98970133882594,10.68,605268.SH,10.68,9.53,9.69,2025-07-29,3.420387083508255,14970906
21,34783055,10.018726591760302,11.75,605268.SH,11.75,11.75,11.75,2025-07-30,0.6763274759607832,2960260
22,530397984,-1.7021276595744619,11.55,605268.SH,12.93,10.85,12.93,2025-07-31,10.143396704906655,44397267
