,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,1383343077,-1.1475409836065475,6.03,600601.SH,6.21,5.9,6.01,2025-08-01,5.468026594456641,228032746
1,918455007,-0.9950248756218987,5.97,600601.SH,6.03,5.86,5.93,2025-08-04,3.712210541224699,154810067
2,967521204,-0.6700167504187611,5.93,600601.SH,6.07,5.83,6.01,2025-08-05,3.918839389772636,163427096
3,809340125,-1.0118043844856597,5.87,600601.SH,6.01,5.85,5.91,2025-08-06,3.2883926755820996,137135619
4,971687157,-0.1703577512776795,5.86,600601.SH,5.95,5.72,5.86,2025-08-07,3.9890134230743857,166353559
5,699145437,0,5.86,600601.SH,5.92,5.77,5.85,2025-08-08,2.862221186507164,119363018
6,975922740,1.0238907849829284,5.92,600601.SH,5.96,5.85,5.87,2025-08-11,3.9570695306831065,165021405
7,1370400030,1.689189189189183,6.02,600601.SH,6.09,5.87,5.95,2025-08-12,5.506669080466522,229644251
8,2788508564,7.142857142857154,6.45,600601.SH,6.57,5.95,6.04,2025-08-13,10.636364410693306,443567591
9,1778779198,-4.8062015503876045,6.14,600601.SH,6.43,6.12,6.42,2025-08-14,6.8673438362897565,286388379
10,2502050615,9.934853420195445,6.75,600601.SH,6.75,6.14,6.14,2025-08-15,9.183461681072888,382977286
11,3030781367,10.07407407407407,7.43,600601.SH,7.43,7.07,7.09,2025-08-18,9.92952944798484,414090500
12,3968225301,2.691790040376853,7.63,600601.SH,7.73,7.22,7.49,2025-08-19,12.672671743434623,528487579
13,3428797719,-0.6553079947575338,7.58,600601.SH,8,7.21,7.37,2025-08-20,10.81477301382904,451007753
14,2896064147,-5.4089709762533005,7.17,600601.SH,7.65,7.12,7.49,2025-08-21,9.53923260601599,397813977
15,2065373589,10.041841004184098,7.89,600601.SH,7.89,7.19,7.19,2025-08-22,6.4253,267952838
16,4260402519,1.90,8.04,600601.SH,8.30,7.89,8.21,2025-08-25,12.72,5306139
17,3099506316,-1.62,7.91,600601.SH,8.44,7.91,7.98,2025-08-26,9.21,383917621
18,5467144279,9.99,8.7,600601.SH,8.7,7.92,7.92,2025-08-27,15.43,643588383
19,6351850670,3.56,9.01,600601.SH,9.23,8.48,8.53,2025-08-28,17.16,7157490
20,3617370000,-3.66,8.68,600601.SH,8.9,8.330,8.9,2025-08-29,10.09,420845100
