,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,001325.SZ,20260123,51.54,7.1236,7.1236,0.59,26.1264,24.9627,2.3039,2.9952,2.8306,,,7840.0,1960.0,1960.0,404073.6,101018.4,0
1,001325.SZ,20260122,51.28,7.1333,7.1333,0.58,25.9946,24.8368,2.2923,2.9801,2.8164,,,7840.0,1960.0,1960.0,402035.2,100508.8,0
2,001325.SZ,20260121,51.59,7.9557,7.9557,0.6,26.1517,24.9869,2.3061,2.9981,2.8334,,,7840.0,1960.0,1960.0,404465.6,101116.4,0
3,001325.SZ,20260120,51.46,12.1922,12.1922,0.9,26.0858,24.9239,2.3003,2.9905,2.8263,,,7840.0,1960.0,1960.0,403446.4,100861.6,0
4,001325.SZ,20260119,52.45,20.6213,20.6213,1.77,26.5877,25.4034,2.3446,3.0481,2.8806,,,7840.0,1960.0,1960.0,411208.0,102802.0,0
5,001325.SZ,20260116,50.93,12.5275,12.5275,1.14,25.8172,24.6672,2.2766,2.9597,2.7971,,,7840.0,1960.0,1960.0,399291.2,99822.8,0
6,001325.SZ,20260115,50.14,7.8448,7.8448,0.7,25.4167,24.2846,2.2413,2.9138,2.7538,,,7840.0,1960.0,1960.0,393097.6,98274.4,0
7,001325.SZ,20260114,50.24,12.7808,12.7808,1.13,25.4674,24.3331,2.2458,2.9196,2.7592,,,7840.0,1960.0,1960.0,393881.6,98470.4,0
8,001325.SZ,20260113,50.57,13.8252,13.8252,1.31,25.6347,24.4929,2.2605,2.9388,2.7774,,,7840.0,1960.0,1960.0,396468.8,99117.2,0
9,001325.SZ,20260112,50.31,11.1639,11.1639,1.09,25.5029,24.367,2.2489,2.9237,2.7631,,,7840.0,1960.0,1960.0,394430.4,98607.6,0
10,001325.SZ,20260109,50.13,9.4975,9.4975,0.93,25.4116,24.2798,2.2409,2.9132,2.7532,,,7840.0,1960.0,1960.0,393019.2,98254.8,0
11,001325.SZ,20260108,50.03,9.0171,9.0171,0.82,25.361,24.2313,2.2364,2.9074,2.7477,,,7840.0,1960.0,1960.0,392235.2,98058.8,0
12,001325.SZ,20260107,50.15,13.2234,13.2234,1.09,25.4218,24.2895,2.2418,2.9144,2.7543,,,7840.0,1960.0,1960.0,393176.0,98294.0,0
13,001325.SZ,20260106,49.93,9.7205,9.7205,0.72,25.3103,24.1829,2.2319,2.9016,2.7422,,,7840.0,1960.0,1960.0,391451.2,97862.8,0
14,001325.SZ,20260105,49.59,9.5229,9.5229,0.6,25.1379,24.0182,2.2167,2.8819,2.7236,,,7840.0,1960.0,1960.0,388785.6,97196.4,0
