ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
601789.SH,20260119,5.17,1.804,2.4668,0.44,25.56,29.0635,1.2987,0.3742,0.3894,1.379,1.379,152439.1877,108679.859,79479.859,788110.6004,561874.871,0
601789.SH,20260116,5.17,2.6109,3.5702,0.54,25.56,29.0635,1.2987,0.3742,0.3894,1.379,1.379,152439.1877,108679.859,79479.859,788110.6004,561874.871,0
601789.SH,20260115,5.26,3.0963,4.2339,,26.005,29.5694,1.3214,0.3807,0.3961,1.3554,1.3554,152439.1877,108679.859,79479.859,801830.1273,571656.0583,0
601789.SH,20260114,5.31,5.2365,7.1603,1.25,18.7162,21.2816,1.2708,0.274,0.2851,1.8832,1.8832,108679.859,108679.859,79479.859,577090.0513,577090.0513,0
601789.SH,20260113,5.26,3.6215,4.9519,,18.54,21.0812,1.2589,0.2714,0.2824,1.9011,1.9011,108679.859,108679.859,79479.859,571656.0583,571656.0583,0
601789.SH,20260112,5.37,6.0908,8.3284,2.09,18.9277,21.5221,1.2852,0.2771,0.2883,1.8622,1.8622,108679.859,108679.859,79479.859,583610.8428,583610.8428,0
601789.SH,20260109,5.27,5.9763,8.172,3.11,18.5752,21.1213,1.2613,0.272,0.283,1.8975,1.8975,108679.859,108679.859,79479.859,572742.8569,572742.8569,0
601789.SH,20260108,5.12,3.019,4.1282,,18.0465,20.5201,1.2254,0.2642,0.2749,1.9531,1.9531,108679.859,108679.859,79479.859,556440.8781,556440.8781,0
601789.SH,20260107,5.03,2.2845,3.1238,1.55,17.7293,20.1594,1.2038,0.2596,0.2701,1.9881,1.9881,108679.859,108679.859,79479.859,546659.6908,546659.6908,0
601789.SH,20260106,5.02,1.9089,2.6102,1.35,17.694,20.1193,1.2014,0.2591,0.2695,1.992,1.992,108679.859,108679.859,79479.859,545572.8922,545572.8922,0
601789.SH,20260105,5.0,1.3882,1.8982,0.92,17.6236,20.0392,1.1966,0.258,0.2685,2.0,2.0,108679.859,108679.859,79479.859,543399.295,543399.295,0
