ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
002659.SZ,20260116,6.4,7.6872,10.9818,0.65,,,1.7688,11.9773,11.1282,0.0,,59828.0384,59827.7572,41879.3478,382899.4458,382897.6461,0
002659.SZ,20260115,6.73,10.7668,15.3812,,,,1.86,12.5949,11.702,0.0,,59828.0384,59827.7572,41879.3478,402642.6984,402640.806,0
002659.SZ,20260114,7.19,13.8336,19.7623,1.44,,,1.9872,13.4558,12.5018,0.0,,59828.0384,59827.7572,41879.3478,430163.5961,430161.5743,0
002659.SZ,20260113,7.04,15.1285,21.6121,,,,1.9457,13.1751,12.241,0.0,,59828.0384,59827.7572,41879.3478,421189.3903,421187.4107,0
002659.SZ,20260112,6.85,12.9091,18.4416,1.42,,,1.8932,12.8195,11.9106,0.0,,59828.0384,59827.7572,41879.3478,409822.063,409820.1368,1
002659.SZ,20260109,6.23,6.3554,9.0791,0.66,,,1.7219,11.6592,10.8326,0.0,,59828.0384,59827.7572,41879.3478,372728.6792,372726.9274,0
002659.SZ,20260108,6.11,6.9439,9.9199,,,,1.6887,11.4346,10.6239,0.0,,59828.0384,59827.7572,41879.3478,365549.3146,365547.5965,0
002659.SZ,20260107,6.05,6.7591,9.6559,0.89,,,1.6721,11.3223,10.5196,0.0,,59828.0384,59827.7572,41879.3478,361959.6323,361957.9311,0
002659.SZ,20260106,6.2,10.2958,14.7083,1.74,,,1.7136,11.603,10.7804,0.0,,59828.0384,59827.7572,41879.3478,370933.8381,370932.0946,0
002659.SZ,20260105,6.02,15.2154,21.7364,4.74,,,1.6638,11.2662,10.4674,0.0,,59828.0384,59827.7572,41879.3478,360164.7912,360163.0983,0
