,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,90318857,-0.3149606299212718,18.99,603595.SH,19.53,18.9,19.09,2025-08-01,2.0343541046822944,4728700
1,69205242,-0.1579778830963538,18.96,603595.SH,18.98,18.62,18.74,2025-08-04,1.5808652680579354,3674600
2,70209846,1.16033755274261,19.18,603595.SH,19.29,18.98,19.07,2025-08-05,1.5775095969397586,3666800
3,79313925,0.4692387904066729,19.27,603595.SH,19.39,18.98,19.18,2025-08-06,1.7829334576526308,4144292
4,152935878,-0.10378827192527022,19.25,603595.SH,19.8,19.18,19.28,2025-08-07,3.376446164112125,7848290
5,85792165,-1.3506493506493589,18.99,603595.SH,19.28,18.9,19.18,2025-08-08,1.939190713484772,4507500
6,95490855,2.0010531858873226,19.37,603595.SH,19.45,18.92,18.98,2025-08-11,2.1275815317731763,4945400
7,71385040,-1.1357769747031616,19.15,603595.SH,19.46,19.04,19.37,2025-08-12,1.6017306589850593,3723100
8,72584519,0.10443864229766646,19.17,603595.SH,19.27,19.01,19.19,2025-08-13,1.6326613424097296,3794996
9,134264764,-3.0255607720396545,18.59,603595.SH,19.19,18.56,19.19,2025-08-14,3.0768664739656755,7151940
10,75845367,1.1834319526627157,18.81,603595.SH,18.86,18.38,18.41,2025-08-15,1.7389259820089737,4042000
11,146756678,2.658160552897395,19.31,603595.SH,19.47,18.94,18.99,2025-08-18,3.278748811006133,7621200
12,88987467,0.5696530295183998,19.42,603595.SH,19.56,19.2,19.33,2025-08-19,1.9741740151060096,4588816
13,118275706,2.111225540679694,19.83,603595.SH,19.91,19.28,19.54,2025-08-20,2.589043098802926,6018032
14,122686666,0.35300050428643615,19.9,603595.SH,20.11,19.77,19.8,2025-08-21,2.6509801833595485,6162000
15,108929278,0.5025125628140775,20,603595.SH,20.09,19.81,19.89,2025-08-22,2.3482,5458100
16,146964400,0.19999999999999576,20.04,603595.SH,20.27,19.82,20.25,2025-08-25,3.1614,7348336
17,324390790,9.98,22.04,603595.SH,22.04,19.90,20.03,2025-08-26,6.527,15170549
18,707888430,-2.95,21.39,603595.SH,23.24,21.30,23.24,2025-08-27,13.823,32129549
19,371431370,-0.75,21.23,603595.SH,21.79,20.40,21.20,2025-08-28,7.569,17593700
20,581012493,9.99,23.35,603595.SH,23.35,20.77,21.02,2025-08-29,11.16,25945656
